p0,p1
-71.6849|200,-74.2918|200
-375.386|96.1242,-123.893|-200
-311.673|-165.919,-173.495|200
390.26|-61.6542,-173.495|200
122.685|200,-173.495|200
122.685|200,-222.933|-198.681
122.685|200,-180.329|200
-272.467|-186.409,-137.584|-200
-292.506|177.321,-94.8388|200
189.533|-200,-52.0938|-200
396.333|-38.125,-9.3489|200
265.353|189.021,33.3961|-200
-386.299|-72.7518,76.141|200
283.934|181.535,118.886|-200
379.767|-87.6577,161.631|200
42.3437|-200,204.371|-199.952
-392.196|-55.3235,229.364|197.833
-181.96|200,135.394|-200
147.404|-200,40.9118|200
147.404|-200,40.9118|200
147.404|-200,40.9118|200
381.414|84.1961,-53.5701|-200
-376.551|93.9673,-148.052|200
-173.065|-200,-148.052|200
103.818|200,-148.052|200
340.67|-142.169,-241.505|-195.646
-142.615|200,-166.998|200
-399.155|18.3681,-91.6704|-200
-187.081|-200,-16.3429|200
201.384|199.995,58.9846|-200
399.75|-9.99787,134.312|200
180.407|-200,209.596|-199.77
-267.722|188.185,245.261|194.811
-325.383|-155.818,93.7517|-200
360.411|119.449,-59.7482|200
106.094|-200,-213.084|-199.572
106.094|-200,-302.216|171.906
106.094|-200,110.527|-200
-212.062|199.636,110.527|-200
-383.654|-79.1898,110.527|-200
197.621|-200,392.541|54.1108
281.81|-182.502,-284.707|181.176
350.836|-131.334,-398.743|-22.3868
392.022|-55.9252,-242.28|-195.48
397.767|29.8054,384.645|76.853
367.01|110.035,-274.42|-185.639
305.428|169.955,-389.14|65.008
224.388|198.507,-129.497|200
-337.317|145.41,387.749|-68.9231
-374.446|-97.8195,-370.798|104.057
-130.872|-200,-114.365|-200
398.766|22.1858,221.963|198.79
-330.993|151.132,375.551|-95.8228
-320.942|-159.29,-320.877|-159.338
399.303|16.6837,-369.653|105.914
-385.891|73.7882,-33.3045|200
-49.4868|-200,381.523|83.9615
-49.4868|-200,254.197|-192.517
-49.4868|-200,-295.399|175.781
353.615|128.072,-290.418|-178.395
-30.5606|-200,236.544|196.633
-30.5606|-200,395.288|-43.1589
-30.5606|-200,140.056|-200
-376.001|94.993,-366.275|111.143
360.56|-119.25,62.7811|-200
153.12|200,395.668|41.4028
-106.789|-200,-276.263|184.889
-333.505|148.917,-399.944|-4.7256
93.37|-200,-267.443|-188.285
93.37|-200,399.608|-12.5174
93.37|-200,-128.021|200
394.589|46.2085,-372.255|101.628
-257.974|191.413,-342.642|-140.19
-393.751|49.6025,84.2683|-200
-342.821|-140.007,307.354|-168.746
-135.99|-200,397.773|-29.7631
394.616|-46.0947,352.264|129.675
129.09|200,202.105|199.989
-283.022|-181.954,-390.066|-62.2495
-270.928|187.001,370.397|104.713
95.2982|-200,121.529|-200
375.437|96.0301,121.529|-200
-393.444|-50.7894,121.529|-200
289.086|179.063,-205.108|199.935
378.868|-89.4772,-392.337|-54.8305
45.873|-200,-30.5685|-200
-392.423|-54.5272,-30.5685|-200
-178.877|200,-30.5685|-200
156.719|-200,398.028|-28.0139
386.062|73.3554,105.85|200
-320.378|159.716,-337.065|-145.648
-363.919|-114.588,-99.5922|200
72.6668|-200,175.223|-200
333.429|-148.986,376.829|93.4428
394.553|46.3581,-378.181|90.837
251.905|193.147,-168.599|-200
-399.773|9.5296,119.649|200
140.485|-200,119.649|200
365.094|-112.89,119.649|200
364.801|113.316,354.922|-126.488
139.566|200,-304.626|170.45
-399.856|-7.60112,-320.074|-159.945
232.722|-197.305,383.052|80.5724
375.99|-95.0129,-130.908|-200
382.912|80.8891,-391.48|-57.7534
248.126|194.123,-260.517|190.624
-392.036|55.8754,357.143|-123.718
-132.856|-200,80.2099|200
262.248|190.066,-255.308|-192.2
318.497|-161.116,-308.726|167.865
-322.94|157.752,254.957|-192.301
-246.159|-194.6,384.1|78.1481
73.166|200,19.3659|200
73.166|200,-389.707|63.3354
73.166|200,-208.143|-199.834
345.8|-136.903,118.759|200
-128.693|200,369.315|-106.454
-128.693|200,-385.051|75.8689
-128.693|200,74.0921|-200
-399.861|7.46431,74.0921|-200
-149.555|-200,74.0921|-200
300.422|172.961,399.956|-4.21001
235.672|-196.793,90.3869|200
2.11748|200,90.3869|200
-231.825|-197.452,90.3869|200
-310.371|166.788,-370.725|-104.177
209.63|-199.768,169.717|200
396.082|-39.3924,383.426|79.7185
286.035|180.549,326.446|-154.956
-397.825|29.4185,-292.355|-177.399
9.67974|-200,-399.66|-11.6547
9.67974|-200,-312.368|165.449
9.67974|-200,116.656|200
399.074|19.2228,268.963|187.734
-146.016|200,356.092|125.041
-349.923|132.375,398.259|26.3307
-389.132|-65.0312,383.319|-79.9645
-236.814|-196.583,315.574|-163.226
397.823|29.4283,214.538|-199.471
-388.713|66.2386,-383.801|-78.8503
-22.3056|-200,-208.561|199.817
378.12|90.9573,93.4913|-200
-339.29|-143.521,347.022|135.59
-239.438|196.073,-181.019|-200
82.7916|-200,-387.895|-68.5224
351.617|130.431,-314.667|163.864
-208.189|-199.832,348.085|134.427
-385.59|-74.5398,333.262|-149.135
-344.137|138.653,-369.035|-106.897
-83.1024|200,-247.743|194.218
377.742|91.6941,214.237|-199.493
262.852|-189.867,399.703|10.8969
-317.991|161.487,192.29|200
-231.97|-197.428,192.29|200
15.1612|200,192.29|200
258.461|-191.265,-241.634|-195.619
244.178|195.06,-371.867|102.282
37.2948|-200,318.5|161.114
-172.176|200,375.353|-96.1832
-347.591|-134.969,90.8821|-200
334.586|147.941,-398.866|-21.2681
228.076|-198.02,-48.2884|200
-32.8914|200,385.813|-73.9842
-32.8914|200,-384.178|77.9653
-32.8914|200,16.8941|-200
-283.255|-181.848,391.011|59.2844
-174.138|200,-389.972|62.5354
-59.8336|-200,-31.2991|-200
54.4707|200,-31.2991|-200
168.775|-200,-31.2991|-200
278.494|183.953,374.775|97.231
54.4127|-200,-298.122|-174.276
-179.033|200,-348.421|134.057
-363.216|-115.588,378.443|90.323
397.636|30.6567,190.897|-200
-389.944|-62.6191,-67.4997|200
69.7764|200,-67.4997|200
69.7764|200,-67.4997|200
69.7764|200,-306.183|-169.485
399.666|11.5477,-81.7731|200
112.284|-200,-81.7731|200
112.284|-200,-81.7731|200
112.284|-200,161.171|-200
-345.632|137.082,357.505|123.257
-64.5651|-200,-370.586|-104.405
261.015|190.466,-72.2064|200
288.791|-179.21,295.88|-175.519
-138.566|200,210.174|199.741
-397.741|-29.9757,74.8924|-200
-21.9498|-200,-60.4769|200
399.789|-9.18691,-195.846|-200
31.6976|200,-318.144|161.375
31.6976|200,174.155|-200
31.6976|200,174.155|-200
-395.386|-42.7123,174.155|-200
367.831|-108.778,396.602|-36.7121
196.325|200,249.376|193.809
-25.8494|-200,-347.548|-135.017
-25.8494|-200,-122.194|200
-25.8494|-200,146.872|-200
-245.155|194.836,361.115|118.499
-264.959|-189.157,-373.03|-100.303
7.06679|200,-57.7298|200
276.144|-184.938,320.139|-159.896
209.677|199.766,133.237|200
99.9444|-200,133.237|200
-9.8526|200,133.237|200
-119.65|-200,-74.4927|-200
-228.872|197.905,-274.705|185.524
-220.205|-198.977,-161.077|-200
-129.214|200,-43.1822|200
-37.9894|-200,74.7122|-200
53.2349|200,192.607|200
144.459|-200,302.22|-171.904
234.98|196.917,-70.3627|200
184.143|-200,-372.361|-101.448
132.912|200,366.619|110.627
81.6797|-200,116.438|-200
30.4478|200,-205.659|199.92
-20.784|-200,-391.089|-59.0347
-72.0159|200,-5.02281|-200
-123.248|-200,392.312|-54.9202
-174.48|200,192.682|200
-225.502|-198.367,-120.561|-200
-174.096|200,-365.323|112.553
-174.096|200,369.617|-105.972
-174.096|200,88.5864|200
-122.479|-200,-267.897|-188.122
-70.8626|200,-286.409|180.371
-19.2458|-200,140.79|-200
32.371|200,397.897|28.9243
83.9878|-200,31.8695|200
135.605|200,-399.991|-1.84511
187.221|-200,45.2082|-200
238.359|196.287,395.033|-44.2957
133.935|-200,187.013|200
28.5324|200,-153.592|-200
-76.8702|-200,-386.155|73.1185
-182.273|200,324.455|156.56
-282.931|-181.996,355.777|-125.433
-23.0055|200,-262.023|-190.14
245.588|-194.735,-382.931|-80.8479
296.773|175.028,-382.357|82.1343
-150.094|-200,-260.682|190.572
-399.772|9.54007,359.058|121.246
-123.03|200,313.906|-164.394
353.634|-128.05,-399.166|-18.2467
26.5462|200,139.61|200
26.5462|200,368.893|107.123
26.5462|200,355.999|-125.157
-326.954|-154.54,89.6928|-200
-88.8027|200,-388.98|-65.4733
179.885|-200,-195.503|200
179.885|-200,96.0152|-200
179.885|-200,96.0152|-200
376.902|93.3038,96.0152|-200
-373.345|99.7576,343.388|139.427
-195.693|-200,-150.861|-200
41.3675|200,-150.861|-200
270.761|-187.064,-150.861|-200
197.013|200,-397.659|-30.5111
120.799|-200,-218.418|199.15
44.5858|200,230.671|-197.634
44.5858|200,388.659|66.3902
44.5858|200,28.0418|200
-31.6277|-200,-395.289|43.1549
-107.841|200,-154.261|-200
-107.841|200,-154.261|-200
-107.841|200,-154.261|-200
-184.055|-200,238.527|196.254
-184.055|-200,366.152|-111.325
-184.055|-200,-367.683|-109.007
-258.596|191.224,-232.813|197.29
-90.2272|-200,133.164|-200
81.9185|200,385.735|74.1801
251.196|-193.336,-357.222|123.617
207.243|199.869,-258.192|-191.347
132.923|-200,227.634|198.082
58.5779|200,396.153|-39.0376
58.5779|200,139.432|-200
58.5779|200,-363.427|115.289
-15.7667|-200,35.5937|-200
-90.1114|200,384.971|76.0628
-90.1114|200,-399.649|-11.8364
-90.1114|200,399.899|-6.34276
-164.456|-200,-393.765|49.5511
-164.456|-200,149.771|-200
-164.456|-200,375.172|-96.5124
-238.119|196.334,343.578|139.231
-157.872|-200,-23.7108|200
-76.8817|200,-333.742|148.704
-76.8817|200,-391.144|-58.8543
-76.8817|200,-226.936|-198.178
4.10822|-200,381.738|83.4952
85.0982|200,-233.598|-197.158
85.0982|200,-395.664|-41.4178
85.0982|200,-310.604|166.633
166.088|-200,320.168|159.874
166.088|-200,388.455|-66.9677
166.088|-200,192.122|-200
245.993|194.64,-328.823|152.986
139.188|-200,-169.297|-200
30.9329|200,11.4775|200
-77.3223|-200,192.252|-200
-185.577|200,344.927|137.826
-288.275|-179.465,-348.131|-134.377
0.16843|200,-177.63|200
288.52|-179.344,26.3318|-200
184.742|200,229.201|197.857
75.3132|-200,296.498|-175.18
-34.1158|200,-112.507|200
-143.545|-200,-112.507|200
-251.154|193.348,-112.507|200
-150.612|-200,-391.913|-56.2984
-48.3698|200,295.918|-175.498
53.8724|-200,392.595|53.9169
156.115|200,190.567|200
256.29|-191.915,-313.636|-164.581
126.255|200,-215.308|199.413
-6.46294|-200,-38.3435|-200
-139.181|200,138.881|200
-267.951|-188.103,303.356|-171.224
-116.102|200,9.79625|200
-116.102|200,-289.714|-178.749
-116.102|200,-188.458|200
40.4025|-200,-81.5209|-200
196.907|200,25.4164|200
333.445|-148.971,132.354|-200
-290.77|178.216,238.301|196.298
-338.188|-144.583,188.843|-200
399.992|-1.78991,138.922|200
-329.024|152.816,89.0014|-200
-316.222|-162.765,39.0808|200
393.858|49.1842,-10.8398|-200
-366.739|-110.446,-60.7604|200
-150.87|200,-110.681|-200
127.271|-200,-160.602|200
127.271|-200,-210.488|-199.725
127.271|-200,-218.161|199.174
354.583|126.902,-152.667|-200
-313.474|-164.693,-87.0381|200
-297.383|174.69,-21.4091|-200
313.993|-164.334,44.2199|200
260.932|190.492,109.849|-200
-115.905|-200,175.478|200
-384.17|77.9845,240.429|-195.871
383.48|79.5935,141.673|200
120.761|-200,41.887|-200
-249.298|193.829,-57.8993|200
-337.988|-144.773,-157.685|-200
382.668|81.439,-255.511|192.142
-92.6407|-200,-126.419|-200
-92.6407|-200,5.26055|200
-92.6407|-200,136.94|-200
-399.141|-18.5156,265.041|189.129
-150.011|200,125.45|-200
284.617|-181.218,-18.0411|200
276.221|184.906,-161.532|-200
-124.01|-200,-296.182|175.354
-124.01|-200,-5.49738|-200
-124.01|-200,288.344|179.431
-391.602|57.3457,189|-200
281.257|182.75,84.2703|200
399.721|-10.5692,-20.4592|-200
261.514|-190.305,-125.189|200
-399.875|7.06343,-229.351|-197.835
311.922|165.751,-214.046|199.506
359.259|-120.982,-141.73|-200
-266.216|-188.72,-69.3237|200
-388.371|-67.2039,3.08219|-200
-370.717|104.191,75.488|200
-226.357|198.256,147.894|-200
399.948|-4.55284,220.116|198.986
-268.589|-187.871,211.174|-199.688
-399.979|2.92232,157.202|200
-263.07|189.795,157.202|200
399.583|-12.9057,157.202|200
-344.002|-138.793,103.189|-200
-276.912|184.62,49.1755|200
285.075|-181.003,-4.83798|-200
324.179|156.779,-58.8514|200
-375.607|-95.7184,-112.865|-200
11.9254|200,-166.878|200
382.177|-82.5316,-220.746|-198.921
-386.432|72.4099,-191.327|200
65.9524|-200,-161.828|-200
399.997|1.14977,-132.33|200
61.0118|200,-102.831|-200
-389.409|-64.2193,-73.3327|200
397.219|33.2362,-43.8341|-200
-354.154|-127.423,-14.3355|200
-216.013|199.358,15.1631|-200
34.5046|-200,44.6617|200
276.011|184.993,74.1603|-200
190.137|-200,103.659|200
100.915|200,133.158|-200
11.6933|-200,162.656|200
-77.5286|200,192.155|-200
-166.75|-200,221.567|198.834
-254.297|192.489,164.354|-200
-119.681|-200,106.973|200
17.5107|200,106.973|200
154.703|-200,106.973|200
285.337|180.88,49.5918|-200
51.1676|-200,-7.7892|200
-194.757|200,-7.7892|200
-376.057|-94.8886,-7.7892|200
361.707|-117.69,-65.1702|-200
250.416|193.541,-122.551|200
-200.348|-200,-122.551|200
-398.309|-25.9519,-122.551|200
-251.801|193.175,-179.932|-200
366.292|-111.116,-179.932|-200
12.0346|200,-179.932|-200
-356.909|-124.014,-236.823|196.581
99.8285|200,-144.861|-200
399.599|-12.6599,-52.1072|200
48.6509|-200,40.6469|-200
-396.435|37.5922,133.401|200
358.04|122.569,225.768|-198.333
236.566|-196.629,213.612|199.536
-119.359|200,146.357|-200
-378.961|-89.2908,79.0246|200
398.774|-22.1122,11.692|-200
-265.429|188.995,-55.6407|200
-399.802|-8.90033,-122.973|-200
-248.365|-194.064,-190.306|200
386.598|71.9806,-256.278|-191.919
-302.818|-171.547,-88.857|200
-349.28|133.099,82.0163|-200
369.223|106.601,250.159|193.608
237.647|-196.425,209.383|-199.78
-161.145|200,129.53|200
-397.008|-34.463,49.6337|-200
-41.7623|-200,-30.2628|200
399.916|5.81228,-110.159|-200
-89.2033|200,-190.056|200
-381.532|83.941,-267.601|-188.229
-293.14|-176.989,-59.3028|200
399.136|18.5751,155.311|-200
-379.457|88.2895,339.508|143.309
-113.208|-200,-249.951|-193.662
250.28|193.577,-394.953|44.6452
333.22|-149.173,-154.66|200
-368.779|107.302,353.322|-128.422
-59.5731|-200,47.2276|200
-59.5731|-200,-300.393|-172.978
-59.5731|-200,-184.398|200
309.84|167.139,-184.398|200
165.612|-200,-184.398|200
8.47418|200,-59.999|-200
8.47418|200,64.4|200
8.47418|200,188.799|-200
-148.663|-200,304.107|170.768
-296.13|175.383,-72.6723|-200
-23.3129|-200,-374.756|97.2642
260.569|190.608,380.442|-86.2587
265.546|-188.954,6.5798|200
-33.0283|200,-376.782|-93.5319
-313.15|-164.915,339.21|143.599
-90.425|200,238.224|-196.313
153.714|-200,-77.9536|200
353.809|127.839,-346.304|-136.364
-344.499|-138.276,142.106|200
-198.236|200,142.106|200
-198.236|200,142.106|200
-198.236|200,398.635|23.3309
-25.2856|-200,197.214|-200
147.665|200,-163.542|200
307.156|-168.871,-392.584|-53.9578
-18.1777|200,95.7618|-200
-329.212|-152.658,359.044|-121.264
-42.831|200,364.371|113.939
271.318|-186.852,117.854|200
253.397|192.74,-399.042|19.5483
-8.25869|-200,-25.7673|-200
-267.042|188.429,394.372|47.1123
-229.872|-197.757,-378.356|90.4936
-63.6714|200,-139.666|-200
-63.6714|200,189.002|200
-63.6714|200,393.832|-49.2847
103.467|-200,21.9038|-200
103.467|-200,-397.745|-29.9471
103.467|-200,-116.628|200
265.933|188.82,321.807|-158.629
155.765|-200,159.715|200
42.4292|200,-21.0759|-200
-70.9067|-200,-201.863|199.991
-184.243|200,-346.372|-136.291
-291.326|-177.932,366.108|111.392
9.5092|200,90.8269|-200
304.467|-170.548,90.8269|-200
135.926|200,90.8269|-200
-46.0098|-200,-255.773|192.066
-227.107|198.155,-312.93|-165.066
-286.252|-180.445,281.343|182.711
58.9098|200,347.055|-135.554
58.9098|200,-395.015|-44.3735
58.9098|200,-13.5223|200
355.015|-126.374,391.051|-59.1578
-197.019|200,-396.941|-34.8449
-376.636|93.8061,189.194|200
-364.029|-114.432,345.269|137.466
-168.756|-200,398.877|-21.1624
394.448|46.7956,313.088|-164.958
-400|-0.400075,107.79|-200
395.001|-44.4374,-359.868|-120.176
-194.992|200,-329.015|152.824
-344.842|137.916,364.368|113.943
-399.463|-14.6479,270.401|-187.199
-323.14|-157.596,-309.415|167.417
-154.377|-200,-260.476|-190.637
389.723|-63.2878,103.597|200
176.514|200,376.922|-93.267
176.514|200,-398.59|23.7063
176.514|200,394.589|-46.2071
-147.402|-200,-221.776|198.811
-379.984|87.2118,-376.769|93.556
384.248|77.7995,-376.641|-93.798
120.533|-200,-221.503|-198.841
-252.523|192.98,394.405|46.9737
-332.116|-150.151,-398.019|-28.0772
367.318|109.566,362.85|116.103
69.0536|-200,182.135|-200
-293.824|176.627,-46.5438|200
-213.736|-199.528,-268.34|-187.962
-69.142|200,-198.502|200
-69.142|200,-126.497|-200
-69.142|200,-54.4925|200
75.6226|-200,17.5125|-200
220.024|198.995,89.5174|200
276.71|-184.704,161.522|-200
-10.0758|200,233.033|197.253
-291.677|-177.751,171.472|-200
-169.939|200,109.485|200
-169.939|200,47.4984|-200
-169.939|200,-14.4884|200
-41.0292|-200,-76.4751|-200
87.8801|200,-138.462|200
87.8801|200,-200.448|-199.999
87.8801|200,-259.25|191.022
216.568|-199.313,-69.2714|-200
273.203|186.122,125.069|200
7.02372|-200,304.954|-170.249
7.02372|-200,21.9519|200
7.02372|-200,21.9519|200
-261.944|190.166,21.9519|200
-251.883|-193.153,-273.187|-186.128
-10.2567|200,-236.068|196.721
-10.2567|200,-39.8495|-200
-10.2567|200,157.991|200
233.809|-197.122,157.991|200
311.699|165.902,157.991|200
-224.387|-198.508,331.46|-150.725
-399.99|-2.01068,-186.011|200
-228.373|197.977,-390.296|61.5422
320.798|-159.398,-306.044|-169.572
208.454|199.821,373.804|-98.9546
45.1907|-200,237.561|196.441
-118.146|200,-178.884|-200
-275.449|-185.223,-178.884|-200
-118.918|200,-178.884|-200
43.6177|-200,-399.737|10.2445
206.115|199.906,-154.383|200
325.786|-155.492,315.415|-163.338
-258.806|191.159,195.897|200
-384.598|-76.9642,64.3179|-200
-39.0887|-200,-67.2607|200
394.754|-45.509,-198.839|-200
156.888|200,-317.796|161.629
156.888|200,179.231|-200
156.888|200,395.382|-42.7319
-228.658|-197.936,265.407|189.003
-378.945|89.3242,-383.241|-80.1427
252.353|193.026,222.726|198.705
380.036|87.1039,386.71|71.6898
383.843|-78.7512,349.871|-132.433
261.155|-190.421,132.933|-200
-362.043|-117.227,-396.918|-34.9745
-303.148|171.349,-90.0506|200
397.03|-34.3407,347.515|-135.053
-399.576|13.0237,40.5741|200
395.222|-43.4552,-300.861|-172.705
-231.431|197.515,-179.204|200
-386.955|71.0471,-48.638|-200
-354.674|-126.791,81.928|200
-159.721|-200,212.369|-199.617
399.745|10.0919,286.158|180.49
-270.523|187.154,-33.6719|-200
-399.928|-5.36398,-33.6719|-200
-260.386|-190.666,-33.6719|-200
398.8|21.88,-329.734|152.214
-376.564|93.9419,-25.3552|-200
-136.156|-200,-25.3552|-200
190.994|200,-25.3552|-200
394.078|-48.3075,298.1|174.288
32.6249|-200,177.11|-200
-399.113|-18.8108,47.8083|200
-69.2805|200,-81.4932|-200
375.839|-95.292,-210.702|199.713
-274.696|185.528,-289.63|-178.792
-384.791|-76.4996,45.1593|200
-82.6521|-200,344.312|-138.471
399.981|-2.72192,-72.1066|200
-59.8235|200,-391.03|-59.2251
-59.8235|200,359.737|-120.351
-59.8235|200,240.48|195.861
-392.795|53.1971,-142.042|-200
-213.466|-199.546,-391.392|58.0448
160.138|200,242.231|195.491
393.705|-49.785,375.005|96.8158
-66.0432|-200,388.051|-68.0949
-373.46|-99.5566,272.443|-186.419
-316.845|162.319,-328.957|-152.873
380.931|85.2279,-382.619|81.5501
193.929|-200,-168.748|200
-68.3211|200,373.137|-100.118
-309.271|-167.511,-124.405|200
-70.7477|200,-396.788|35.6982
-70.7477|200,-210.615|-199.718
-70.7477|200,181.128|200
188.861|-200,398.777|-22.0797
377.934|91.32,123.762|-200
-355.601|125.652,123.762|-200
-272.995|-186.204,123.762|-200
297.039|174.881,-363.477|115.218
294.572|-176.228,48.0478|-200
-264.792|189.214,390.137|62.0317
-367.692|-108.993,-383.403|79.7702
309.635|-167.273,-110.378|-200
388.457|66.9623,-110.378|-200
177.844|200,-110.378|-200
-349.355|-133.015,268.259|187.991
-80.615|200,296.15|-175.371
239.072|-196.146,-203.39|199.971
338.955|143.846,-394.679|45.825
-376.75|-93.5915,-292.233|-177.463
6.5556|200,393.314|-51.2805
380.401|-86.3453,95.3583|200
-374.492|97.7364,-325.98|-155.335
-74.7096|-200,-135.226|200
-74.7096|-200,79.5048|-200
-74.7096|-200,284.246|181.391
300.67|172.817,133.271|-200
199.047|-200,-25.0711|200
90.0146|200,-183.413|-200
-19.0177|-200,-324.534|156.497
-128.05|200,192.745|-200
-236.183|-196.7,389.301|-64.5374
-197.295|200,316.493|162.571
-158.084|-200,-330.52|151.541
-118.873|200,-372.75|-100.785
-79.6618|-200,-99.8474|-200
-40.4506|200,399.134|-18.592
-1.23949|-200,30.2047|200
37.9716|200,-393.393|-50.983
77.1828|-200,388.749|-66.1347
116.394|200,42.035|200
155.605|-200,-365.264|-112.64
194.816|200,154.131|200
233.746|-197.132,391.707|56.9966
135.985|200,274.155|-185.745
37.5178|-200,-389.439|64.131
-60.9493|200,329.393|-152.504
-159.416|-200,286.16|180.49
-255.92|192.023,-294.505|-176.264
-123.66|-200,-306.792|169.102
11.2915|200,322.294|-158.253
146.243|-200,241.344|195.68
276.116|184.949,-54.0525|-200
87.563|-200,-54.0525|-200
-108.363|200,-54.0525|-200
-293.042|-177.04,-321.795|158.638
-81.0122|200,-38.686|-200
143.929|-200,267.742|188.178
337.874|144.881,259.075|-191.076
-209.621|-199.768,-21.6238|200
-390.904|-59.6307,-292.465|-177.342
-321.616|158.775,-159.544|200
276.217|184.908,-18.6411|-200
390.435|61.1108,122.261|200
369.58|-106.032,259.927|-190.811
228.444|-197.967,151.793|200
-399.79|-9.1575,41.1173|-200
118.509|200,-69.5589|200
375.235|96.3994,-180.235|-200
329.625|-152.307,-285.588|180.761
-312.049|-165.666,-16.9149|-200
-393.539|50.4242,259.044|191.086
-216.967|199.279,264.795|-189.213
349.385|-132.981,-27.8642|200
98.0248|200,-305.847|-169.695
-203.898|-199.962,-117.745|200
-388.814|65.949,85.7756|-200
58.6145|200,280.655|183.016
368.958|107.02,136.697|-200
329.648|-152.287,-13.6451|200
-336.955|-145.751,-163.987|-200
-356.457|124.585,-303.484|171.146
129.91|200,27.4238|-200
298.994|173.782,336.265|146.396
389.526|63.874,-0.293806|-200
383.988|-78.4116,-336.573|146.109
285.187|-180.951,-25.3598|-200
35.1219|-200,-25.3598|-200
-297.423|-174.668,-25.3598|-200
-396.151|-39.0488,306.624|169.208
-356.888|124.04,153.907|-200
-207.256|199.868,-11.5471|200
393.25|-51.5218,-177.001|-200
-394.363|47.1503,-324.478|156.541
257.137|-191.665,175.566|-200
400|0.213178,395.242|-43.3671
256.728|191.786,263.623|189.611
-394.069|-48.3463,-379.092|-89.0274
391.349|58.1862,133.306|200
-135.603|-200,392.653|53.711
-384.048|-78.272,253.739|-192.645
-303.974|170.849,-340.514|142.323
392.613|53.8525,-153.282|-200
98.2629|-200,65.4956|200
-319.555|160.333,276.055|-184.974
-157.642|-200,165.48|200
22.0946|200,50.5896|-200
201.828|-199.992,-64.3012|200
345.846|136.853,-179.192|-200
-363.935|-114.566,-288.196|179.504
-103.614|200,-9.34944|-200
226.004|-198.302,-9.34944|-200
367.366|109.492,-9.34944|-200
-375.55|95.823,274.099|185.767
-192.913|-200,225.676|-198.345
54.0422|200,65.2434|200
288.309|-179.448,-95.8556|-200
144.82|200,-253.967|192.581
-6.43966|-200,-189.174|-200
-157.7|200,-123.157|200
-299.036|-173.758,-57.1396|-200
-0.142183|200,8.87755|200
298.841|-173.869,74.8947|-200
158.422|200,140.912|200
158.422|200,206.909|-199.881
158.422|200,244.324|195.027
8.1894|-200,99.0123|-200
-142.043|200,-48.1288|200
-285.132|-180.977,-195.27|-200
-66.9498|200,-325.981|155.335
162.126|-200,235.258|-196.868
351.463|130.61,399.333|16.3235
-342.343|-140.494,202.76|199.981
-204.156|199.957,-244.174|-195.061
-22.1117|-200,-371.024|103.687
159.952|200,321.732|158.687
322.826|-157.841,370.425|-104.667
-123.904|200,46.7578|-200
-398.964|-20.3293,-386.432|-72.4087
-46.7589|-200,-222.643|198.714
398.173|26.9733,164.254|-200
-304.825|170.328,396.162|38.9918
-376.787|-93.5227,23.6864|200
-67.2987|-200,-399.261|17.1746
395.822|-40.6663,-67.7574|-200
132.712|200,-67.7574|-200
-284.245|-181.391,-67.7574|-200
-269.602|187.498,377.68|91.8145
91.8024|-200,-299.068|-173.74
372.589|101.06,-348.802|133.634
-381.974|-82.9778,375.94|95.1061
17.4252|200,204.425|-199.951
17.4252|200,-52.3853|200
17.4252|200,-294.118|-176.47
389.591|-63.6822,-130.887|200
-396.206|-38.7704,42.547|-200
135.799|200,42.547|-200
135.799|200,42.547|-200
135.799|200,215.713|199.382
377.93|91.3283,309.99|-167.04
328.167|-153.536,-164.875|200
-310.258|-166.863,-399.099|18.9596
-395.062|44.1683,-206.012|-199.91
-227.622|198.083,192.002|200
371.262|-103.292,192.002|200
-54.2917|200,192.002|200
-395.313|-43.0456,399.807|-8.79393
299.723|-173.365,172.709|-200
386.76|71.5585,-281.668|182.566
150.271|200,-292.37|-177.392
-379.684|-87.8284,213.512|199.543
259.017|191.094,399.239|17.427
397.715|-30.1478,247.948|-194.167
199.381|-200,-364.496|113.758
199.381|-200,-23.7603|-200
199.381|-200,344.078|138.714
-257.746|191.482,7.57119|-200
-349.794|-132.521,7.57119|-200
399.377|-15.7753,7.57119|-200
-249.335|193.82,-336.422|146.25
-396.091|39.3484,-33.2526|-200
-320.29|-159.782,295.653|175.643
159.893|-200,188.369|-200
256.238|-191.931,74.1288|200
326.995|-154.507,74.1288|200
377.41|-92.3346,74.1288|200
399.408|-15.3726,-40.1112|-200
389.466|64.0519,-154.351|200
349.175|133.217,-154.351|200
284.99|181.043,-154.351|200
207.192|199.871,-265.446|-188.989
-371.29|103.246,-106.209|200
-275.582|-185.168,57.5367|-200
347.226|135.369,220.837|198.912
137.351|-200,289.504|-178.855
-112.969|200,-62.142|200
-112.969|200,-62.142|200
-112.969|200,-62.142|200
-332.102|-150.163,-359.624|-120.5
94.791|200,255.116|192.256
394.648|-45.9602,395.687|-41.3096
-252.735|-192.922,170.045|-200
-389.603|-63.6449,-330.201|151.815
-358.456|122.031,-155.918|-200
-185.944|200,42.2345|200
390.605|-60.5788,238.531|-196.253
-379.455|88.2943,266.374|188.665
-53.0678|-200,-2.02361|-200
-53.0678|-200,-269.613|187.494
-53.0678|-200,-228.346|-197.981
337.638|145.106,-64.2567|200
63.8375|-200,100.665|-200
-248.732|193.972,261.581|190.283
-313.417|-164.732,168.174|-200
269.752|187.442,72.4402|200
366.797|-110.358,-23.2931|-200
-307.009|-168.965,-119.026|200
